,drug,withdrawn_class,smiles
444,phentermine resin,0,CC(C)(N)Cc1ccccc1
445,pilocarpine hydrochloride,0,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C.Cl
446,pilocarpine hydrchloride,0,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C.Cl
447,ampicillin,0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
448,deferoxamine mesylate,0,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O
449,imatinib mesylate,0,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
450,prochlorperazine maleate,0,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O
451,terbutaline sulfate,0,CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O
452,cefaclor,0,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1.O
453,prednisolone acetate,0,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
454,mafenide acetate,0,CC(=O)O.NCc1ccc(S(N)(=O)=O)cc1
455,estradiol cypionate,0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
456,dexmethylphenidate hydrochloride,0,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1.Cl
457,escitalopram,0,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
458,desvenlafaxine,0,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
459,pentamidine isethionate,0,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO
460,loteprednol etabonate,0,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
461,solifenacin succinate,0,O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1
462,solifenacin succiate,0,O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1
463,lactulose,0,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
464,moxifloxacin hydrochloride,0,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl
465,isoniazid,0,NNC(=O)c1ccncc1
466,tamoxifen citrate,0,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
467,dofetilide,0,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
468,rabeprazole,0,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C
469,verapamil hydrochloride,0,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl
470,aliskiren hemifumarate,0,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)/C=C/C(=O)O
471,toremifene citrate,0,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
472,trientine hydrochloride,0,Cl.Cl.NCCNCCNCCN
473,bacitracin,0,CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1
474,fenoprofen calcium,0,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.O.O.[Ca+2]
475,nandrolone decanoate,0,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
476,methoxsalen,0,COc1c2occc2cc2ccc(=O)oc12
477,indinavir sulfate,0,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O
478,raloxifene hydrochloride,0,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
479,cefotetan disodium,0,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)[O-])S2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+].[Na+]
480,nafcillin,0,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
481,pimecrolimus,0,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
482,silodosin,0,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F
483,tadalafil,0,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O
484,betaxolol,0,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
485,hydrocodone bitartrate,0,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314.O.O.O=C(O)C(O)C(O)C(=O)O
486,floxuridine,0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
487,amantadine hydrochloride,0,Cl.NC12CC3CC(CC(C3)C1)C2
488,azathioprine sodium,0,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[n-]c12.[Na+]
489,bicalutamide,0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
490,cresol,0,Cc1ccc(O)cc1.Cc1cccc(O)c1.Cc1ccccc1O
491,benztropine mesylate,0,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2.CS(=O)(=O)O
492,cefdinir,0,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1
493,phenelzine sulfate,0,NNCCc1ccccc1.O=S(=O)(O)O
494,duloxetine hydrochloride,0,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl
495,butenafine hydrochloride,0,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12.Cl
496,etoposide,0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
497,imipramine hydrochloride,0,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl
498,fesoterodine fumarate,0,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1.O=C(O)/C=C/C(=O)O
499,nateglinide,0,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
500,fosamprenavir calcium,0,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2]
501,cefoxitin sodium,0,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21.[Na+]
502,gemcitabine,0,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
503,oxymorphone hydrochloride,0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl
504,mycophenolate mofetil,0,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
505,irbesartan,0,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
506,meprobamate,0,CCCC(C)(COC(N)=O)COC(N)=O
507,candesartan cilexetil,0,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
508,telmisartan,0,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
509,aminolevulinic acid hydrochloride,0,Cl.NCC(=O)CCC(=O)O
510,penciclovir,0,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1
511,pantoprazole,0,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
512,temozolomide,0,Cn1nnc2c(C(N)=O)ncn2c1=O
513,ethacrynic acid,0,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
514,naltrexone hydrochloride,0,Cl.O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
515,milrinone lactate,0,CC(O)C(=O)O.Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
516,protriptyline hydrochloride,0,CNCCCC1c2ccccc2C=Cc2ccccc21.Cl
517,sulfasalazine,0,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
518,cevimeline hydrochloride,0,CC1OC2(CS1)CN1CCC2CC1.Cl.O
519,propranolol,0,CC(C)NCC(O)COc1cccc2ccccc12
520,caffeine citrate,0,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O
521,nelfinavir mesylate,0,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
522,alitretinoin,0,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1
523,acetylsalicylic acid,0,CC(=O)Oc1ccccc1C(=O)O
524,ranolazine,0,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
525,pioglitazone,0,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
526,olmesartan medoxomil,0,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
527,fosaprepitant dimeglumine,0,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
528,stavudine,0,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
529,rabeprazole sodium,0,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[n-]2)c1C.[Na+]
530,esmolol hydrochloride,0,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl
531,esmolol hydrochloride in sodium chloride,0,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl
532,phenylephrine hydrochloride,0,CNC[C@H](O)c1cccc(O)c1.Cl
533,phenylephrine hci,0,CNC[C@H](O)c1cccc(O)c1.Cl
534,sulfacetamide sodium- sulfur,0,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.O.[Na+]
535,desmopressin acetate,0,CC(=O)O.N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
536,desmopressin acetate ,0,CC(=O)O.N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
537,vasopressin,0,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
538,dutasteride,0,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12
539,doxazosin mesylate,0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O
540,cefazolin,0,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1
541,prilocaine hydrochloride,0,CCCNC(C)C(=O)Nc1ccccc1C.Cl
542,silver nitrate,0,O=[N+]([O-])[O-].[Ag+]
543,chloroprocaine hydrochloride,0,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl.Cl
544,chloroprocaine hci,0,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl.Cl
545,latanoprost,0,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O
546,adefovir dipivoxil,0,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C
547,moexipril hydrochloride,0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl
548,clomipramine hydrochloride,0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl
549,clomipramine hydrochloride capsules,0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl
550,clorazepate dipotassium,0,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+].[K+].[OH-]
551,daptomycin,0,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C
552,azelaic acid,0,O=C(O)CCCCCCCC(=O)O
553,lisdexamfetamine dimesylate,0,CS(=O)(=O)O.CS(=O)(=O)O.C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN
554,dicyclomine,0,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
555,rivaroxaban,0,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
556,azelastine hydrochloride,0,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl
557,azelastine hydrochloride- fluticasone propionate,0,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl
558,tranexamic acid,0,NC[C@H]1CC[C@H](C(=O)O)CC1
559,warfarin,0,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
560,quinapril hydrochloride,0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O.Cl
561,quinapril hydrochloride/hydrochlorothiazide,0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O.Cl
562,prochlorperazine edisylate,0,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O
563,leuprolide acetate,0,CC(=O)O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1
564,cyclopentolate hydrochloride,0,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1.Cl
565,tolterodine tartrate,0,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1.O=C(O)C(O)C(O)C(=O)O
566,dasatinib,0,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O
567,nisoldipine,0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
568,ketamine hydrochloride,0,CNC1(c2ccccc2Cl)CCCCC1=O.Cl
569,droperidol,0,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
570,flunisolide,0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
571,nitisinone,0,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
572,busulfan,0,CS(=O)(=O)OCCCCOS(C)(=O)=O
573,pamidronate disodium,0,NCCC(O)(P(=O)([O-])O)P(=O)([O-])O.O.O.O.O.O.[Na+].[Na+]
574,methazolamide,0,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C
575,carbinoxamine maleate,0,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
576,cefpodoxime proxetil,0,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1
577,estropipate,0,C1CNCCN1.C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O
578,deferasirox,0,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
579,abiraterone acetate,0,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1
580,succimer,0,O=C(O)[C@@H](S)[C@@H](S)C(=O)O
581,entacapone,0,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
582,labetalol,0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
583,salmeterol xinafoate,0,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
584,ursodiol,0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
585,doxercalciferol,0,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
586,pioglitazone hydrochloride,0,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl
587,zoledronic acid,0,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
588,azathioprine,0,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12
589,atovaquone,0,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21
590,atropine sulfate,0,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O=S(=O)(O)O
591,galantamine hydrobromide,0,Br.COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
592,medrysone,0,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
593,norepinephrine bitartrate,0,NC[C@H](O)c1ccc(O)c(O)c1.O.O=C(O)C(O)C(O)C(=O)O
594,methscopolamine bromide,0,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-]
595,vardenafil,0,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12
596,gatifloxacin,0,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
597,fluticasone furoate,0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF
598,famciclovir,0,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
599,raltegravir,0,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1
600,isentress,0,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1
601,bosutinib monohydrate,0,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl.O
602,leflunomide,0,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
603,adapalene,0,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
604,edrophonium chloride,0,CC[N+](C)(C)c1cccc(O)c1.[Cl-]
605,acebutolol hydrochloride,0,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl
606,isotretinoin,0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
607,alfentanil hydrochloride,0,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1.Cl
608,octreotide acetate,0,CC(=O)O.C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O
609,zileuton,0,CC(c1cc2ccccc2s1)N(O)C(N)=O
610,cyclobenzaprine,0,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
611,methylergonovine maleate,0,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O
612,clindamycin palmitate hydrochloride,0,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC.Cl
613,etravirine,0,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br
614,oxandrolone,0,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
615,mitoxantrone hydrochloride,0,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
618,cefazolin sodium,0,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1.[Na+]
619,tropicamide,0,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
620,anthralin,0,O=C1c2c(O)cccc2Cc2cccc(O)c21
621,beclomethasone dipropionate,0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
622,bisoprolol fumarate,0,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.O=C(O)/C=C/C(=O)O
623,pyridostigmine bromide oral,0,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-]
624,pyridostigmine bromide,0,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-]
625,fondaparinux sodium,0,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)[O-])[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
626,cefepime,0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1
627,ampicillin sodium,0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]
628,rocuronium bromide,0,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-]
629,meperidine hydrochloride,0,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl
